,0,1,2,3,4
2259,489,aliphatic_ring,"[1, 2, 3, 4, 5, 6]",05-3NY9_top500_490,499
2260,490,donor,"[5, 7]",05-3NY9_top500_491,500
2261,490,acceptor,"[8, 14]",05-3NY9_top500_491,500
2262,490,aromatic,"[6, 9, 10, 11, 12, 13, 16, 17, 18, 19, 20, 21]",05-3NY9_top500_491,500
2263,490,halogen,[22],05-3NY9_top500_491,500
2264,490,basic,[5],05-3NY9_top500_491,500
2265,490,aliphatic_ring,"[1, 2, 3, 4, 5]",05-3NY9_top500_491,500
2266,491,donor,"[4, 22]",05-3NY9_top500_492,501
2267,491,acceptor,"[1, 22]",05-3NY9_top500_492,501
2268,491,aromatic,"[0, 8, 9, 10, 11, 12, 16, 17, 18, 19, 20, 21]",05-3NY9_top500_492,501
2269,491,halogen,[13],05-3NY9_top500_492,501
2270,491,basic,"[4, 22]",05-3NY9_top500_492,501
2271,491,aliphatic_ring,"[1, 2, 3, 4, 5, 6]",05-3NY9_top500_492,501
2272,492,donor,"[5, 14]",05-3NY9_top500_493,502
2273,492,acceptor,"[7, 11, 12, 15, 21, 23]",05-3NY9_top500_493,502
2274,492,aromatic,"[7, 9, 10, 11, 12, 16, 17, 18, 19, 20, 24]",05-3NY9_top500_493,502
2275,492,basic,[5],05-3NY9_top500_493,502
2276,492,aliphatic_ring,"[1, 2, 3, 4, 5, 6, 21, 22, 23]",05-3NY9_top500_493,502
2277,493,donor,"[16, 23]",05-3NY9_top500_494,503
2278,493,acceptor,"[0, 13, 18]",05-3NY9_top500_494,503
2279,493,aromatic,"[1, 2, 3, 4, 5, 6, 9, 10, 11, 12, 13, 14]",05-3NY9_top500_494,503
2280,493,halogen,"[7, 8]",05-3NY9_top500_494,503
2281,493,basic,[23],05-3NY9_top500_494,503
2282,493,aliphatic_ring,"[19, 20, 21, 22, 23]",05-3NY9_top500_494,503
2283,494,donor,"[13, 15]",05-3NY9_top500_495,504
2284,494,acceptor,"[7, 9, 14, 19, 23]",05-3NY9_top500_495,504
2285,494,aromatic,"[0, 1, 2, 3, 4, 5, 6, 11, 12, 13, 14, 19, 21, 22, 23, 24]",05-3NY9_top500_495,504
2286,494,basic,[15],05-3NY9_top500_495,504
2287,494,aliphatic_ring,"[7, 8, 9]",05-3NY9_top500_495,504
2288,495,acceptor,"[5, 7, 12, 14, 17, 22]",05-3NY9_top500_496,505
2289,495,aromatic,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23]",05-3NY9_top500_496,505
2290,495,basic,[10],05-3NY9_top500_496,505
2291,496,acceptor,"[9, 18, 20]",05-3NY9_top500_497,506
2292,496,aromatic,"[1, 2, 3, 4, 5, 6, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",05-3NY9_top500_497,506
2293,496,basic,[4],05-3NY9_top500_497,506
2294,497,donor,"[11, 20]",05-3NY9_top500_498,507
2295,497,acceptor,"[9, 21]",05-3NY9_top500_498,507
2296,497,aromatic,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 15, 16, 17, 18, 19]",05-3NY9_top500_498,507
2297,497,halogen,[12],05-3NY9_top500_498,507
2298,497,basic,[11],05-3NY9_top500_498,507
2299,498,donor,[22],05-3NY9_top500_499,508
2300,498,acceptor,"[4, 5]",05-3NY9_top500_499,508
2301,498,aromatic,"[0, 1, 2, 3, 4, 5, 9, 10, 11, 12, 13]",05-3NY9_top500_499,508
2302,498,basic,[22],05-3NY9_top500_499,508
2303,498,aliphatic_ring,"[6, 8, 15, 16, 17, 18, 19, 20]",05-3NY9_top500_499,508
2304,499,donor,[7],05-3NY9_top500_500,509
2305,499,acceptor,"[6, 15, 22]",05-3NY9_top500_500,509
2306,499,aromatic,"[0, 1, 2, 3, 4, 5, 8, 9, 10, 11, 12, 13]",05-3NY9_top500_500,509
2307,499,basic,[11],05-3NY9_top500_500,509
2308,499,aliphatic_ring,"[18, 19, 20, 21, 22]",05-3NY9_top500_500,509
