,Interaction Type,x_vector,y_vector,z_vector,Molecule ID
9292,aromatic,5,14,7,400
9293,aromatic,5,17,7,400
9294,aromatic,5,19,10,400
9295,aromatic,6,17,12,400
9296,aromatic,7,14,12,400
9297,aromatic,7,19,14,400
9298,aromatic,6,22,13,400
9299,aromatic,5,21,10,400
9300,aromatic,11,26,20,400
9301,aromatic,10,24,22,400
9302,aromatic,11,24,24,400
9303,aromatic,12,27,25,400
9304,aromatic,12,29,24,400
9305,aromatic,11,28,21,400
9306,basic,5,21,10,400
9307,basic,8,24,17,400
9308,aliphatic_ring,7,24,14,400
9309,aliphatic_ring,4,26,14,400
9310,aliphatic_ring,3,24,17,400
9311,aliphatic_ring,5,25,19,400
9312,aliphatic_ring,8,24,17,400
9313,donor,7,8,20,401
9314,donor,6,24,12,401
9315,acceptor,7,12,11,401
9316,acceptor,10,6,20,401
9317,acceptor,15,13,26,401
9318,aromatic,7,8,17,401
9319,aromatic,6,7,17,401
9320,aromatic,5,6,14,401
9321,aromatic,5,8,12,401
9322,aromatic,7,10,13,401
9323,aromatic,7,10,16,401
9324,aromatic,12,9,24,401
9325,aromatic,15,8,23,401
9326,aromatic,17,10,23,401
9327,aromatic,15,13,26,401
9328,aromatic,12,11,26,401
9329,aromatic,6,19,11,401
9330,aromatic,5,20,14,401
9331,aromatic,5,23,14,401
9332,aromatic,6,24,12,401
9333,aromatic,7,22,10,401
9334,basic,6,19,11,401
9335,donor,8,23,10,402
9336,donor,7,23,16,402
9337,acceptor,5,19,9,402
9338,acceptor,4,7,6,402
9339,acceptor,5,7,10,402
9340,acceptor,8,20,17,402
9341,acceptor,12,24,17,402
9342,aromatic,7,19,13,402
9343,aromatic,6,16,13,402
9344,aromatic,5,15,11,402
9345,aromatic,5,12,10,402
9346,aromatic,5,11,8,402
9347,aromatic,4,12,6,402
9348,aromatic,4,15,6,402
9349,aromatic,5,17,8,402
9350,aromatic,5,19,9,402
9351,aromatic,6,20,10,402
9352,aromatic,7,25,18,402
9353,aromatic,10,25,19,402
9354,aromatic,10,27,21,402
9355,aromatic,8,28,22,402
9356,aromatic,6,27,22,402
9357,aromatic,5,26,19,402
9358,basic,8,23,10,402
9359,basic,5,8,8,402
9360,donor,6,21,8,403
9361,acceptor,6,21,8,403
9362,acceptor,6,13,6,403
9363,acceptor,10,22,20,403
9364,acceptor,10,26,22,403
9365,acceptor,14,19,32,403
9366,aromatic,7,21,11,403
9367,aromatic,8,19,12,403
9368,aromatic,8,20,15,403
9369,aromatic,8,23,16,403
9370,aromatic,7,25,14,403
9371,aromatic,7,24,11,403
9372,aromatic,9,24,19,403
9373,aromatic,10,22,20,403
9374,aromatic,10,23,23,403
9375,aromatic,10,26,22,403
9376,aromatic,9,26,19,403
9377,aromatic,11,22,25,403
9378,aromatic,11,19,26,403
9379,aromatic,12,18,28,403
9380,aromatic,13,20,30,403
9381,aromatic,14,23,29,403
9382,aromatic,13,24,27,403
9383,basic,6,21,8,403
9384,basic,7,24,11,403
9385,donor,9,24,20,404
9386,acceptor,9,24,20,404
9387,acceptor,10,20,24,404
9388,aromatic,7,19,9,404
9389,aromatic,7,21,9,404
9390,aromatic,7,22,11,404
9391,aromatic,7,21,14,404
9392,aromatic,7,18,13,404
9393,aromatic,8,17,11,404
9394,aromatic,12,28,20,404
9395,aromatic,13,21,27,404
9396,aromatic,14,28,18,404
9397,aromatic,15,30,17,404
9398,aromatic,14,32,18,404
9399,aromatic,12,32,19,404
9400,aromatic,11,30,21,404
9401,aromatic,14,18,28,404
9402,aromatic,15,17,30,404
9403,aromatic,16,19,32,404
9404,aromatic,15,22,31,404
9405,aromatic,14,23,29,404
9406,basic,7,19,9,404
9407,basic,9,24,20,404
9408,donor,4,23,12,405
9409,donor,9,23,16,405
9410,acceptor,5,21,9,405
9411,acceptor,8,19,18,405
9412,aromatic,7,19,13,405
9413,aromatic,7,17,12,405
9414,aromatic,6,16,10,405
9415,aromatic,5,13,9,405
9416,aromatic,4,13,7,405
9417,aromatic,3,15,5,405
9418,aromatic,4,17,6,405
9419,aromatic,5,18,8,405
9420,aromatic,5,21,9,405
9421,aromatic,5,21,11,405
9422,aromatic,14,27,17,405
9423,aromatic,14,30,17,405
9424,aromatic,13,32,18,405
9425,aromatic,10,31,19,405
9426,aromatic,9,28,19,405
9427,aromatic,11,26,18,405
9428,halogen,4,9,6,405
9429,halogen,14,35,18,405
9430,basic,4,23,12,405
9431,donor,8,23,8,406
9432,donor,7,23,13,406
9433,acceptor,6,16,8,406
9434,acceptor,8,23,8,406
9435,aromatic,5,14,6,406
9436,aromatic,4,15,4,406
9437,aromatic,2,13,2,406
9438,aromatic,2,10,3,406
9439,aromatic,4,9,6,406
9440,aromatic,5,11,7,406
9441,halogen,6,10,10,406
9442,halogen,4,7,7,406
9443,basic,7,23,13,406
9444,donor,9,8,18,407
9445,donor,4,19,6,407
9446,acceptor,4,11,11,407
9447,acceptor,5,7,17,407
9448,acceptor,12,11,26,407
9449,aromatic,6,10,15,407
9450,aromatic,7,12,15,407
9451,aromatic,7,14,13,407
9452,aromatic,5,13,11,407
9453,aromatic,4,11,11,407
9454,aromatic,4,9,13,407
9455,aromatic,5,15,9,407
9456,aromatic,11,10,28,407
9457,aromatic,12,12,30,407
9458,aromatic,12,11,33,407
9459,aromatic,11,8,34,407
9460,aromatic,10,7,32,407
9461,aromatic,10,8,29,407
9462,aromatic,4,14,6,407
9463,aromatic,4,17,5,407
9464,aromatic,4,19,6,407
9465,aromatic,5,18,9,407
9466,basic,5,15,9,407
9467,donor,9,10,18,408
9468,acceptor,6,21,13,408
9469,acceptor,5,13,10,408
9470,acceptor,7,9,21,408
9471,acceptor,11,7,23,408
9472,acceptor,13,4,24,408
9473,acceptor,10,7,26,408
9474,aromatic,2,25,14,408
9475,aromatic,5,25,15,408
9476,aromatic,7,23,15,408
9477,aromatic,6,21,13,408
9478,aromatic,8,19,12,408
9479,aromatic,6,17,11,408
9480,aromatic,4,19,11,408
9481,aromatic,4,21,12,408
9482,aromatic,2,23,13,408
9483,aromatic,5,11,12,408
9484,aromatic,3,9,12,408
9485,aromatic,3,8,14,408
9486,aromatic,5,8,16,408
9487,aromatic,7,10,16,408
9488,aromatic,7,12,14,408
9489,aromatic,11,7,23,408
9490,aromatic,13,6,23,408
9491,aromatic,13,4,24,408
9492,aromatic,11,5,26,408
9493,aromatic,10,7,26,408
9494,basic,4,19,11,408
9495,donor,6,24,17,409
9496,acceptor,7,15,14,409
9497,acceptor,7,17,10,409
9498,acceptor,12,28,24,409
9499,acceptor,9,23,22,409
9500,aromatic,7,22,13,409
9501,aromatic,7,19,14,409
9502,aromatic,7,17,13,409
9503,aromatic,7,17,10,409
9504,aromatic,6,15,8,409
9505,aromatic,6,16,6,409
9506,aromatic,6,19,6,409
9507,aromatic,7,20,9,409
9508,aromatic,7,22,11,409
9509,aromatic,12,25,25,409
9510,aromatic,14,25,27,409
9511,aromatic,15,22,28,409
9512,aromatic,13,20,27,409
9513,aromatic,11,20,25,409
9514,aromatic,11,23,24,409
9515,basic,7,22,11,409
9516,basic,6,24,17,409
9517,aliphatic_ring,9,26,21,409
9518,aliphatic_ring,9,28,23,409
9519,aliphatic_ring,12,28,24,409
9520,aliphatic_ring,9,23,22,409
9521,donor,2,13,4,410
9522,donor,5,22,11,410
9523,donor,7,19,14,410
9524,donor,8,24,14,410
9525,acceptor,8,23,18,410
9526,aromatic,6,9,10,410
9527,aromatic,5,8,8,410
9528,aromatic,4,8,6,410
9529,aromatic,4,11,6,410
9530,aromatic,5,13,7,410
9531,aromatic,6,12,10,410
9532,aromatic,5,16,6,410
9533,aromatic,3,15,4,410
9534,aromatic,2,13,4,410
9535,aromatic,9,27,17,410
9536,aromatic,11,29,16,410
9537,aromatic,12,31,17,410
9538,aromatic,11,32,19,410
9539,aromatic,10,30,21,410
9540,aromatic,9,28,20,410
9541,halogen,12,34,20,410
9542,basic,5,22,11,410
9543,basic,7,19,14,410
9544,donor,9,10,20,411
9545,donor,7,24,12,411
9546,acceptor,6,10,13,411
9547,acceptor,4,16,9,411
9548,acceptor,5,16,13,411
9549,acceptor,7,7,17,411
9550,aromatic,5,12,11,411
9551,aromatic,5,10,9,411
9552,aromatic,5,12,6,411
9553,aromatic,4,14,6,411
9554,aromatic,4,16,9,411
9555,aromatic,5,14,11,411
9556,aromatic,5,16,13,411
9557,aromatic,4,18,12,411
9558,aromatic,4,18,9,411
9559,basic,7,24,12,411
9560,donor,7,23,9,412
9561,acceptor,7,7,20,412
9562,acceptor,6,15,11,412
9563,aromatic,6,7,17,412
9564,aromatic,8,9,16,412
9565,aromatic,7,11,14,412
9566,aromatic,5,10,12,412
9567,aromatic,4,7,13,412
9568,aromatic,4,7,16,412
9569,aromatic,5,11,10,412
9570,aromatic,4,9,8,412
9571,aromatic,3,11,5,412
9572,aromatic,4,13,5,412
9573,aromatic,4,15,7,412
9574,aromatic,5,14,9,412
9575,halogen,3,5,16,412
9576,basic,7,23,9,412
9577,aliphatic_ring,6,15,11,412
9578,aliphatic_ring,5,18,10,412
9579,aliphatic_ring,5,18,7,412
9580,donor,8,9,16,413
9581,donor,5,15,9,413
9582,donor,6,22,10,413
9583,acceptor,5,7,18,413
9584,acceptor,4,17,13,413
9585,aromatic,7,10,14,413
9586,aromatic,6,7,12,413
9587,aromatic,5,7,10,413
9588,aromatic,4,10,9,413
9589,aromatic,5,12,10,413
9590,aromatic,6,12,13,413
9591,aromatic,8,8,21,413
9592,aromatic,8,10,23,413
9593,aromatic,9,10,25,413
9594,aromatic,11,8,26,413
9595,aromatic,11,7,24,413
9596,aromatic,10,7,22,413
9597,halogen,3,10,6,413
9598,halogen,13,4,25,413
9599,halogen,12,7,28,413
9600,basic,6,22,10,413
9601,donor,4,19,7,414
9602,donor,8,10,20,414
9603,acceptor,8,13,15,414
9604,acceptor,7,15,13,414
9605,acceptor,8,7,17,414
9606,acceptor,12,5,31,414
9607,acceptor,11,2,28,414
9608,aromatic,5,16,9,414
9609,aromatic,6,14,11,414
9610,aromatic,4,11,11,414
9611,aromatic,5,10,13,414
9612,aromatic,7,11,15,414
9613,aromatic,8,13,15,414
9614,aromatic,7,15,13,414
9615,aromatic,5,18,9,414
9616,aromatic,4,19,7,414
9617,aromatic,4,17,5,414
9618,aromatic,4,15,7,414
9619,aromatic,9,8,22,414
9620,aromatic,8,9,25,414
9621,aromatic,9,7,27,414
9622,aromatic,10,6,26,414
9623,aromatic,11,5,24,414
9624,aromatic,10,7,22,414
9625,basic,5,16,9,414
9626,donor,5,13,9,415
9627,acceptor,6,17,8,415
9628,acceptor,5,13,9,415
9629,acceptor,4,16,5,415
9630,acceptor,4,18,4,415
9631,acceptor,8,8,20,415
9632,aromatic,6,10,13,415
9633,aromatic,6,17,8,415
9634,aromatic,5,15,8,415
9635,aromatic,4,16,5,415
9636,aromatic,4,18,4,415
9637,aromatic,6,19,6,415
9638,aromatic,6,20,13,415
9639,aromatic,7,8,17,415
9640,aromatic,6,7,16,415
9641,aromatic,5,7,13,415
9642,aromatic,5,8,12,415
9643,aromatic,7,10,16,415
9644,aromatic,3,21,12,415
9645,aromatic,2,23,13,415
9646,aromatic,3,24,16,415
9647,aromatic,5,22,17,415
9648,aromatic,7,20,15,415
9649,halogen,9,19,16,415
9650,basic,5,13,9,415
9651,basic,6,19,6,415
9652,aliphatic_ring,6,13,12,415
9653,aliphatic_ring,7,15,13,415
9654,aliphatic_ring,7,18,11,415
9655,aliphatic_ring,5,13,9,415
9656,donor,8,10,16,416
9657,donor,4,23,12,416
9658,donor,10,10,25,416
9659,acceptor,5,16,9,416
9660,acceptor,3,16,5,416
9661,acceptor,5,8,18,416
9662,acceptor,12,7,28,416
9663,aromatic,5,16,9,416
9664,aromatic,6,14,10,416
9665,aromatic,7,13,13,416
9666,aromatic,7,11,14,416
9667,aromatic,6,8,12,416
9668,aromatic,5,9,10,416
9669,aromatic,5,11,9,416
9670,aromatic,3,12,6,416
9671,aromatic,4,15,6,416
9672,aromatic,8,8,21,416
9673,aromatic,10,7,21,416
9674,aromatic,11,7,24,416
9675,aromatic,11,8,25,416
9676,aromatic,10,10,25,416
9677,aromatic,8,10,23,416
9678,basic,4,23,12,416
9679,donor,8,10,17,417
9680,donor,6,21,10,417
9681,acceptor,5,14,9,417
9682,acceptor,6,7,19,417
9683,acceptor,12,9,29,417
9684,aromatic,7,10,15,417
9685,aromatic,6,7,14,417
9686,aromatic,5,7,11,417
9687,aromatic,5,9,10,417
9688,aromatic,5,12,11,417
9689,aromatic,6,12,13,417
9690,aromatic,9,9,22,417
9691,aromatic,11,9,27,417
9692,aromatic,11,11,25,417
9693,aromatic,10,11,23,417
9694,aromatic,9,7,24,417
9695,aromatic,10,7,26,417
9696,basic,6,21,10,417
9697,donor,7,22,11,418
9698,acceptor,3,10,7,418
9699,acceptor,3,17,4,418
9700,acceptor,7,22,11,418
9701,acceptor,8,9,19,418
9702,acceptor,7,6,18,418
9703,aromatic,6,8,14,418
9704,aromatic,5,7,12,418
9705,aromatic,4,7,10,418
9706,aromatic,4,9,9,418
9707,aromatic,5,11,11,418
9708,aromatic,6,10,13,418
9709,aromatic,5,14,10,418
9710,aromatic,4,14,7,418
9711,aromatic,3,12,6,418
9712,aromatic,3,10,7,418
9713,aromatic,4,17,6,418
9714,aromatic,5,19,7,418
9715,aromatic,6,20,10,418
9716,aromatic,6,17,12,418
9717,basic,5,19,7,418
9718,basic,7,22,11,418
9719,donor,7,21,9,419
9720,acceptor,4,9,10,419
9721,acceptor,4,13,4,419
9722,acceptor,3,9,6,419
9723,acceptor,4,7,16,419
9724,aromatic,4,10,8,419
9725,aromatic,5,13,8,419
9726,aromatic,5,14,6,419
9727,aromatic,4,13,4,419
9728,aromatic,3,11,4,419
9729,aromatic,3,9,6,419
9730,aromatic,4,8,15,419
9731,aromatic,6,9,17,419
9732,aromatic,7,8,19,419
9733,aromatic,5,6,19,419
9734,aromatic,4,7,16,419
9735,aromatic,9,8,21,419
9736,aromatic,11,7,21,419
9737,aromatic,13,7,23,419
9738,aromatic,13,9,25,419
9739,aromatic,11,11,24,419
9740,aromatic,9,10,22,419
9741,basic,7,21,9,419
9742,donor,6,22,10,420
9743,acceptor,9,21,18,420
9744,aromatic,9,26,17,420
9745,aromatic,9,26,20,420
9746,aromatic,10,28,16,420
9747,aromatic,11,30,18,420
9748,aromatic,11,30,20,420
9749,aromatic,10,28,22,420
9750,halogen,10,28,25,420
9751,halogen,12,33,16,420
9752,basic,6,22,10,420
9753,aliphatic_ring,4,21,13,420
9754,aliphatic_ring,5,18,13,420
9755,aliphatic_ring,7,17,11,420
9756,aliphatic_ring,6,19,9,420
9757,aliphatic_ring,6,22,10,420
9758,donor,8,24,16,421
9759,acceptor,7,17,12,421
9760,acceptor,13,30,17,421
9761,acceptor,13,35,17,421
9762,acceptor,14,31,19,421
9763,aromatic,6,17,7,421
9764,aromatic,6,14,8,421
9765,aromatic,7,13,10,421
9766,aromatic,8,15,12,421
9767,aromatic,7,17,12,421
9768,aromatic,6,18,10,421
9769,aromatic,6,21,10,421
9770,aromatic,7,22,12,421
9771,aromatic,8,20,14,421
9772,aromatic,13,30,17,421
9773,aromatic,12,33,15,421
9774,aromatic,13,35,17,421
9775,aromatic,14,34,19,421
9776,aromatic,14,31,19,421
9777,basic,6,21,10,421
9778,basic,8,24,16,421
9779,aliphatic_ring,8,24,16,421
9780,aliphatic_ring,6,24,18,421
9781,aliphatic_ring,7,25,21,421
9782,aliphatic_ring,9,27,20,421
9783,aliphatic_ring,9,27,17,421
9784,donor,8,24,17,422
9785,donor,12,23,26,422
9786,acceptor,6,17,11,422
9787,acceptor,8,16,15,422
9788,acceptor,10,20,17,422
9789,aromatic,5,14,10,422
9790,aromatic,4,14,7,422
9791,aromatic,4,17,6,422
9792,aromatic,5,19,9,422
9793,aromatic,6,17,11,422
9794,aromatic,7,18,13,422
9795,aromatic,7,20,13,422
9796,aromatic,7,22,11,422
9797,aromatic,6,21,9,422
9798,aromatic,9,25,19,422
9799,aromatic,10,27,19,422
9800,aromatic,11,28,22,422
9801,aromatic,11,27,24,422
9802,aromatic,13,27,26,422
9803,aromatic,13,24,27,422
9804,aromatic,12,23,26,422
9805,aromatic,11,24,23,422
9806,aromatic,10,23,21,422
9807,basic,6,21,9,422
9808,donor,6,22,11,423
9809,donor,6,18,11,423
9810,donor,4,27,14,423
9811,acceptor,6,22,11,423
9812,acceptor,5,8,8,423
9813,acceptor,4,10,4,423
9814,acceptor,4,27,14,423
9815,aromatic,6,20,10,423
9816,aromatic,5,19,7,423
9817,aromatic,5,17,7,423
9818,aromatic,4,15,5,423
9819,aromatic,4,12,5,423
9820,aromatic,5,11,8,423
9821,aromatic,6,13,10,423
9822,aromatic,6,15,10,423
9823,aromatic,6,18,11,423
9824,aromatic,6,26,19,423
9825,aromatic,7,26,22,423
9826,aromatic,10,27,23,423
9827,aromatic,11,27,20,423
9828,aromatic,11,26,18,423
9829,aromatic,8,26,17,423
9830,halogen,11,27,26,423
9831,basic,6,22,11,423
9832,basic,5,19,7,423
9833,aliphatic_ring,5,8,8,423
9834,aliphatic_ring,3,8,5,423
9835,aliphatic_ring,4,10,4,423
9836,donor,9,10,18,424
9837,donor,11,9,22,424
9838,acceptor,7,12,9,424
9839,acceptor,8,7,20,424
9840,acceptor,10,3,33,424
9841,aromatic,8,10,16,424
9842,aromatic,5,9,16,424
9843,aromatic,3,8,14,424
9844,aromatic,4,9,12,424
9845,aromatic,6,11,11,424
9846,aromatic,8,11,13,424
9847,aromatic,10,7,29,424
9848,aromatic,10,7,31,424
9849,aromatic,10,6,33,424
9850,aromatic,10,3,33,424
9851,aromatic,10,2,30,424
9852,aromatic,10,4,28,424
9853,aromatic,6,14,8,424
9854,aromatic,5,15,6,424
9855,aromatic,4,17,5,424
9856,aromatic,4,19,7,424
9857,aromatic,6,19,9,424
9858,aromatic,6,16,10,424
9859,basic,4,19,7,424
9860,donor,6,12,11,425
9861,donor,6,23,12,425
9862,donor,9,29,27,425
9863,acceptor,6,25,19,425
9864,acceptor,9,29,27,425
9865,aromatic,3,13,3,425
9866,aromatic,3,10,4,425
9867,aromatic,4,10,7,425
9868,aromatic,5,12,8,425
9869,aromatic,5,14,7,425
9870,aromatic,4,15,5,425
9871,aromatic,6,16,9,425
9872,aromatic,7,15,12,425
9873,aromatic,6,12,11,425
9874,aromatic,7,25,21,425
9875,aromatic,9,23,21,425
9876,aromatic,7,27,23,425
9877,aromatic,11,23,23,425
9878,aromatic,11,25,25,425
9879,aromatic,9,27,25,425
9880,basic,6,23,12,425
9881,basic,9,29,27,425
9882,donor,8,10,19,426
9883,acceptor,8,12,9,426
9884,acceptor,7,7,20,426
9885,acceptor,9,6,24,426
9886,aromatic,7,10,16,426
9887,aromatic,5,8,16,426
9888,aromatic,4,8,13,426
9889,aromatic,5,9,11,426
9890,aromatic,7,11,12,426
9891,aromatic,8,11,14,426
9892,aromatic,7,15,9,426
9893,aromatic,6,16,7,426
9894,aromatic,5,18,6,426
9895,aromatic,5,20,8,426
9896,aromatic,6,19,11,426
9897,aromatic,7,17,11,426
9898,basic,5,20,8,426
9899,aliphatic_ring,9,4,28,426
9900,aliphatic_ring,11,3,31,426
9901,aliphatic_ring,12,2,28,426
9902,donor,9,10,19,427
9903,acceptor,8,12,9,427
9904,acceptor,7,7,20,427
9905,acceptor,9,8,25,427
9906,aromatic,7,10,16,427
9907,aromatic,5,8,16,427
9908,aromatic,3,8,14,427
9909,aromatic,4,10,11,427
9910,aromatic,7,11,12,427
9911,aromatic,8,11,14,427
9912,aromatic,10,8,23,427
9913,aromatic,11,8,27,427
9914,aromatic,9,8,25,427
9915,aromatic,13,8,23,427
9916,aromatic,13,8,26,427
9917,aromatic,7,15,9,427
9918,aromatic,6,16,7,427
9919,aromatic,6,19,6,427
9920,aromatic,6,20,8,427
9921,aromatic,6,19,11,427
9922,aromatic,7,17,11,427
9923,basic,6,20,8,427
9924,donor,5,16,9,428
9925,donor,7,18,5,428
9926,donor,6,21,8,428
9927,donor,8,19,12,428
9928,donor,7,24,12,428
9929,acceptor,7,18,5,428
9930,aromatic,6,11,11,428
9931,aromatic,4,11,9,428
9932,aromatic,3,9,7,428
9933,aromatic,2,9,5,428
9934,aromatic,2,12,4,428
9935,aromatic,3,14,5,428
9936,aromatic,4,14,7,428
9937,aromatic,8,10,16,428
9938,aromatic,10,11,14,428
9939,aromatic,8,12,12,428
9940,aromatic,4,10,13,428
9941,aromatic,6,9,16,428
9942,basic,5,16,9,428
9943,basic,6,21,8,428
9944,basic,8,19,12,428
9945,basic,7,24,12,428
9946,donor,6,24,12,429
9947,donor,7,15,14,429
9948,acceptor,6,24,12,429
9949,acceptor,7,19,13,429
9950,acceptor,7,15,14,429
9951,acceptor,11,23,21,429
9952,aromatic,6,21,12,429
9953,aromatic,5,21,9,429
9954,aromatic,5,18,8,429
9955,aromatic,4,18,5,429
9956,aromatic,4,15,5,429
9957,aromatic,5,13,6,429
9958,aromatic,6,13,9,429
9959,aromatic,6,16,10,429
9960,aromatic,7,17,12,429
9961,aromatic,7,19,13,429
9962,aromatic,6,24,15,429
9963,aromatic,7,25,20,429
9964,aromatic,5,25,21,429
9965,aromatic,3,25,19,429
9966,aromatic,3,25,16,429
9967,aromatic,8,24,17,429
9968,basic,6,24,12,429
9969,basic,5,21,9,429
9970,basic,7,15,14,429
9971,donor,6,17,10,430
9972,donor,6,23,11,430
9973,acceptor,6,10,10,430
9974,acceptor,5,17,14,430
9975,aromatic,6,9,12,430
9976,aromatic,4,7,12,430
9977,aromatic,4,6,15,430
9978,aromatic,5,7,17,430
9979,aromatic,7,9,17,430
9980,aromatic,7,10,14,430
9981,halogen,8,10,20,430
9982,basic,6,23,11,430
9983,aliphatic_ring,4,21,12,430
9984,aliphatic_ring,3,22,15,430
9985,aliphatic_ring,6,23,16,430
9986,aliphatic_ring,7,25,14,430
9987,aliphatic_ring,6,23,11,430
9988,donor,5,23,12,431
9989,donor,8,25,16,431
9990,acceptor,6,17,11,431
9991,acceptor,3,25,16,431
9992,acceptor,13,33,18,431
9993,aromatic,5,12,8,431
9994,aromatic,4,11,6,431
9995,aromatic,3,13,4,431
9996,aromatic,3,15,4,431
9997,aromatic,4,17,6,431
9998,aromatic,5,15,9,431
9999,aromatic,6,17,11,431
10000,aromatic,6,19,9,431
10001,aromatic,5,19,7,431
10002,aromatic,8,26,18,431
10003,aromatic,7,25,20,431
10004,aromatic,8,27,23,431
10005,aromatic,9,29,23,431
10006,aromatic,10,30,20,431
10007,aromatic,10,28,18,431
10008,aromatic,11,29,15,431
10009,aromatic,13,32,16,431
10010,aromatic,13,33,18,431
10011,aromatic,12,32,20,431
10012,basic,5,19,7,431
10013,donor,8,15,14,432
10014,donor,5,24,13,432
10015,donor,8,27,19,432
10016,donor,10,25,23,432
10017,acceptor,8,15,14,432
10018,acceptor,6,19,14,432
10019,acceptor,5,24,13,432
10020,acceptor,10,23,20,432
10021,aromatic,7,17,13,432
10022,aromatic,8,17,10,432
10023,aromatic,7,19,8,432
10024,aromatic,6,21,9,432
10025,aromatic,6,21,12,432
10026,aromatic,6,19,14,432
10027,aromatic,11,23,25,432
10028,aromatic,12,24,27,432
10029,aromatic,14,23,29,432
10030,aromatic,14,20,28,432
10031,aromatic,12,19,26,432
10032,aromatic,11,21,24,432
10033,halogen,15,18,30,432
10034,basic,8,15,14,432
10035,basic,6,21,9,432
10036,basic,5,24,13,432
10037,donor,6,26,13,433
10038,donor,9,25,17,433
10039,acceptor,6,26,13,433
10040,acceptor,8,21,19,433
10041,aromatic,8,21,14,433
10042,aromatic,8,18,14,433
10043,aromatic,7,18,11,433
10044,aromatic,6,19,9,433
10045,aromatic,6,22,10,433
10046,aromatic,6,23,12,433
10047,aromatic,10,26,20,433
10048,aromatic,10,28,20,433
10049,aromatic,11,29,23,433
10050,aromatic,12,28,24,433
10051,aromatic,12,25,24,433
10052,aromatic,11,24,22,433
10053,halogen,13,23,26,433
10054,halogen,13,29,27,433
10055,basic,6,22,10,433
10056,basic,6,26,13,433
10057,aliphatic_ring,5,18,7,433
10058,aliphatic_ring,7,15,7,433
10059,aliphatic_ring,7,15,10,433
10060,donor,4,21,9,434
10061,donor,2,15,3,434
10062,acceptor,7,14,14,434
10063,acceptor,7,17,14,434
10064,acceptor,6,9,15,434
10065,acceptor,5,7,19,434
10066,acceptor,6,14,5,434
10067,aromatic,6,13,12,434
10068,aromatic,7,14,14,434
10069,aromatic,7,17,14,434
10070,aromatic,7,17,11,434
10071,aromatic,6,14,10,434
10072,aromatic,6,9,15,434
10073,aromatic,7,8,19,434
10074,aromatic,8,9,17,434
10075,aromatic,4,7,16,434
10076,aromatic,5,7,19,434
10077,aromatic,6,16,5,434
10078,aromatic,4,17,4,434
10079,aromatic,2,15,3,434
10080,aromatic,4,13,4,434
10081,aromatic,6,14,5,434
10082,basic,4,21,9,434
10083,donor,3,15,4,435
10084,donor,7,21,13,435
10085,donor,4,24,12,435
10086,acceptor,4,7,10,435
10087,aromatic,4,8,8,435
10088,aromatic,4,8,5,435
10089,aromatic,3,10,4,435
10090,aromatic,4,13,5,435
10091,aromatic,4,13,8,435
10092,aromatic,4,11,9,435
10093,aromatic,4,16,8,435
10094,aromatic,4,17,6,435
10095,aromatic,3,15,4,435
10096,aromatic,6,24,17,435
10097,aromatic,9,24,18,435
10098,aromatic,9,25,20,435
10099,aromatic,7,26,22,435
10100,aromatic,5,26,21,435
10101,aromatic,4,25,18,435
10102,halogen,2,25,17,435
10103,halogen,7,27,24,435
10104,basic,7,21,13,435
10105,donor,5,24,13,436
10106,donor,5,21,10,436
10107,donor,8,15,15,436
10108,donor,5,18,6,436
10109,acceptor,6,20,14,436
10110,acceptor,8,15,15,436
10111,acceptor,5,18,6,436
10112,acceptor,8,27,24,436
10113,acceptor,5,12,7,436
10114,aromatic,6,25,16,436
10115,aromatic,6,22,12,436
10116,aromatic,5,21,10,436
10117,aromatic,6,19,9,436
10118,aromatic,6,17,11,436
10119,aromatic,7,17,13,436
10120,aromatic,6,20,14,436
10121,aromatic,7,26,21,436
10122,aromatic,4,25,20,436
10123,aromatic,4,25,18,436
10124,aromatic,8,26,17,436
10125,aromatic,9,26,19,436
10126,aromatic,5,13,5,436
10127,aromatic,3,13,3,436
10128,aromatic,2,10,4,436
10129,aromatic,3,10,7,436
10130,aromatic,5,12,7,436
10131,basic,5,24,13,436
10132,basic,8,15,15,436
10133,basic,5,18,6,436
10134,donor,8,10,19,437
10135,donor,9,10,23,437
10136,donor,4,19,7,437
10137,acceptor,9,12,14,437
10138,acceptor,8,7,21,437
10139,acceptor,10,6,29,437
10140,acceptor,9,7,26,437
10141,aromatic,7,9,17,437
10142,aromatic,5,7,17,437
10143,aromatic,4,6,15,437
10144,aromatic,5,7,12,437
10145,aromatic,6,8,12,437
10146,aromatic,7,10,14,437
10147,aromatic,10,9,26,437
10148,aromatic,10,6,29,437
10149,aromatic,11,8,30,437
10150,aromatic,11,10,28,437
10151,aromatic,9,7,26,437
10152,aromatic,5,16,9,437
10153,aromatic,4,15,7,437
10154,aromatic,4,17,5,437
10155,aromatic,4,19,7,437
10156,aromatic,5,19,9,437
10157,basic,5,16,9,437
10158,donor,7,22,9,438
10159,acceptor,6,21,14,438
10160,acceptor,9,19,16,438
10161,acceptor,10,23,19,438
10162,aromatic,6,21,14,438
10163,aromatic,4,23,13,438
10164,aromatic,4,25,15,438
10165,aromatic,6,25,17,438
10166,aromatic,8,23,17,438
10167,aromatic,7,21,16,438
10168,aromatic,12,27,19,438
10169,aromatic,13,29,17,438
10170,aromatic,11,28,21,438
10171,aromatic,14,32,18,438
10172,aromatic,13,33,20,438
