,Interaction Type,x_vector,y_vector,z_vector,Molecule ID
2845,acceptor,8,13,13,122
2846,acceptor,4,16,13,122
2847,acceptor,9,19,14,122
2848,acceptor,4,14,3,122
2849,aromatic,7,11,12,122
2850,aromatic,7,9,14,122
2851,aromatic,5,7,13,122
2852,aromatic,4,7,10,122
2853,aromatic,4,9,9,122
2854,aromatic,5,11,10,122
2855,aromatic,7,21,14,122
2856,aromatic,5,21,13,122
2857,aromatic,4,24,13,122
2858,aromatic,5,25,16,122
2859,aromatic,7,25,17,122
2860,aromatic,8,22,16,122
2861,basic,4,19,6,122
2862,basic,6,21,9,122
2863,donor,5,24,12,123
2864,donor,10,23,16,123
2865,acceptor,6,21,9,123
2866,acceptor,8,19,18,123
2867,acceptor,14,27,16,123
2868,aromatic,4,15,6,123
2869,aromatic,5,18,6,123
2870,aromatic,6,18,9,123
2871,aromatic,6,16,11,123
2872,aromatic,5,14,10,123
2873,aromatic,4,13,7,123
2874,aromatic,7,17,13,123
2875,aromatic,7,20,14,123
2876,aromatic,6,22,12,123
2877,aromatic,6,21,9,123
2878,halogen,3,10,7,123
2879,basic,5,24,12,123
2880,aliphatic_ring,12,27,19,123
2881,aliphatic_ring,10,29,17,123
2882,aliphatic_ring,12,31,16,123
2883,aliphatic_ring,14,29,16,123
2884,aliphatic_ring,14,27,16,123
2885,donor,5,24,12,124
2886,donor,9,23,16,124
2887,acceptor,6,21,9,124
2888,acceptor,8,19,18,124
2889,acceptor,15,30,17,124
2890,aromatic,7,20,14,124
2891,aromatic,7,17,13,124
2892,aromatic,6,16,11,124
2893,aromatic,5,14,10,124
2894,aromatic,4,13,8,124
2895,aromatic,4,15,6,124
2896,aromatic,4,17,6,124
2897,aromatic,5,18,9,124
2898,aromatic,6,21,9,124
2899,aromatic,6,22,12,124
2900,aromatic,12,27,18,124
2901,aromatic,11,32,18,124
2902,aromatic,10,29,19,124
2903,aromatic,14,27,18,124
2904,aromatic,15,30,17,124
2905,aromatic,14,32,17,124
2906,halogen,4,9,7,124
2907,basic,5,24,12,124
2908,donor,5,19,6,125
2909,acceptor,5,19,6,125
2910,acceptor,5,11,5,125
2911,acceptor,8,24,18,125
2912,acceptor,10,22,21,125
2913,aromatic,6,19,9,125
2914,aromatic,7,17,11,125
2915,aromatic,8,18,13,125
2916,aromatic,7,21,14,125
2917,aromatic,7,23,12,125
2918,aromatic,6,22,10,125
2919,aromatic,8,22,17,125
2920,aromatic,8,24,18,125
2921,aromatic,9,24,20,125
2922,aromatic,10,22,21,125
2923,aromatic,9,20,19,125
2924,aromatic,11,29,20,125
2925,aromatic,10,31,20,125
2926,aromatic,11,33,19,125
2927,aromatic,13,33,17,125
2928,aromatic,14,30,17,125
2929,aromatic,13,28,19,125
2930,halogen,14,35,16,125
2931,basic,5,19,6,125
2932,basic,6,22,10,125
2933,donor,7,14,14,126
2934,acceptor,7,17,10,126
2935,acceptor,7,14,14,126
2936,acceptor,6,16,4,126
2937,aromatic,6,21,12,126
2938,aromatic,7,19,13,126
2939,aromatic,7,17,12,126
2940,aromatic,7,17,10,126
2941,aromatic,6,19,8,126
2942,aromatic,6,21,9,126
2943,aromatic,7,10,14,126
2944,aromatic,8,10,17,126
2945,aromatic,5,8,13,126
2946,aromatic,7,8,19,126
2947,aromatic,5,7,18,126
2948,aromatic,4,7,15,126
2949,halogen,4,8,10,126
2950,basic,6,21,9,126
2951,basic,7,14,14,126
2952,donor,3,13,4,127
2953,donor,5,22,10,127
2954,donor,7,20,14,127
2955,donor,8,24,14,127
2956,acceptor,7,23,18,127
2957,aromatic,6,9,11,127
2958,aromatic,4,7,9,127
2959,aromatic,3,8,7,127
2960,aromatic,3,11,6,127
2961,aromatic,5,13,8,127
2962,aromatic,6,12,10,127
2963,aromatic,5,15,7,127
2964,aromatic,3,15,4,127
2965,aromatic,3,13,4,127
2966,aromatic,9,27,17,127
2967,aromatic,11,29,16,127
2968,aromatic,12,31,17,127
2969,aromatic,11,32,19,127
2970,aromatic,10,30,21,127
2971,aromatic,8,28,20,127
2972,halogen,13,35,20,127
2973,basic,5,22,10,127
2974,basic,7,20,14,127
2975,donor,5,21,10,128
2976,donor,8,20,13,128
2977,donor,5,24,13,128
2978,donor,10,24,16,128
2979,acceptor,4,17,7,128
2980,acceptor,6,16,11,128
2981,acceptor,9,20,18,128
2982,aromatic,6,14,11,128
2983,aromatic,5,13,8,128
2984,aromatic,5,10,8,128
2985,aromatic,4,9,6,128
2986,aromatic,3,11,4,128
2987,aromatic,3,14,4,128
2988,aromatic,4,15,6,128
2989,aromatic,4,17,7,128
2990,aromatic,5,18,9,128
2991,aromatic,6,16,11,128
2992,basic,5,21,10,128
2993,basic,5,24,13,128
2994,aliphatic_ring,11,24,19,128
2995,aliphatic_ring,14,25,19,128
2996,aliphatic_ring,14,27,17,128
2997,aliphatic_ring,13,30,18,128
2998,aliphatic_ring,10,29,18,128
2999,aliphatic_ring,9,27,20,128
3000,donor,11,25,25,129
3001,acceptor,5,23,14,129
3002,acceptor,5,18,14,129
3003,acceptor,5,14,8,129
3004,acceptor,7,26,23,129
3005,acceptor,10,23,21,129
3006,acceptor,11,25,25,129
3007,aromatic,5,21,13,129
3008,aromatic,5,18,14,129
3009,aromatic,5,16,13,129
3010,aromatic,5,16,10,129
3011,aromatic,5,19,9,129
3012,aromatic,5,21,10,129
3013,aromatic,5,12,8,129
3014,aromatic,6,24,19,129
3015,aromatic,5,26,21,129
3016,aromatic,7,26,23,129
3017,aromatic,10,25,23,129
3018,aromatic,10,23,21,129
3019,aromatic,8,22,19,129
3020,aromatic,4,10,7,129
3021,aromatic,3,7,7,129
3022,aromatic,4,7,10,129
3023,aromatic,6,8,11,129
3024,aromatic,6,11,11,129
3025,basic,5,21,10,129
3026,basic,11,25,25,129
3027,aliphatic_ring,5,18,6,129
3028,aliphatic_ring,5,15,5,129
3029,aliphatic_ring,5,14,8,129
3030,donor,5,19,6,130
3031,donor,6,14,14,130
3032,donor,9,10,17,130
3033,donor,11,10,21,130
3034,acceptor,5,19,6,130
3035,acceptor,6,17,10,130
3036,acceptor,6,14,14,130
3037,acceptor,7,8,20,130
3038,aromatic,5,19,9,130
3039,aromatic,6,21,10,130
3040,aromatic,6,22,12,130
3041,aromatic,6,19,14,130
3042,aromatic,6,17,13,130
3043,aromatic,6,17,10,130
3044,aromatic,10,9,24,130
3045,aromatic,9,7,25,130
3046,aromatic,9,7,27,130
3047,aromatic,10,7,29,130
3048,aromatic,11,10,29,130
3049,aromatic,11,11,26,130
3050,halogen,12,11,31,130
3051,basic,5,19,6,130
3052,basic,6,21,10,130
3053,basic,6,14,14,130
3054,acceptor,5,16,8,131
3055,acceptor,8,16,16,131
3056,acceptor,8,22,17,131
3057,acceptor,9,29,24,131
3058,acceptor,10,24,22,131
3059,aromatic,3,8,6,131
3060,aromatic,2,10,4,131
3061,aromatic,3,13,4,131
3062,aromatic,4,14,7,131
3063,aromatic,5,12,8,131
3064,aromatic,4,9,8,131
3065,aromatic,6,13,11,131
3066,aromatic,6,15,10,131
3067,aromatic,5,16,8,131
3068,aromatic,7,21,15,131
3069,aromatic,5,23,14,131
3070,aromatic,5,25,16,131
3071,aromatic,7,24,18,131
3072,aromatic,8,22,17,131
3073,aromatic,8,25,21,131
3074,aromatic,8,28,22,131
3075,aromatic,9,29,24,131
3076,aromatic,11,28,25,131
3077,aromatic,11,25,24,131
3078,aromatic,10,24,22,131
3079,basic,6,13,11,131
3080,aliphatic_ring,5,19,7,131
3081,aliphatic_ring,7,20,9,131
3082,aliphatic_ring,7,18,11,131
3083,donor,7,20,13,132
3084,donor,7,24,20,132
3085,donor,8,25,12,132
3086,acceptor,8,12,10,132
3087,acceptor,6,13,6,132
3088,acceptor,4,21,16,132
3089,acceptor,7,24,20,132
3090,aromatic,7,10,12,132
3091,aromatic,7,10,15,132
3092,aromatic,6,8,16,132
3093,aromatic,5,7,15,132
3094,aromatic,4,7,12,132
3095,aromatic,6,8,10,132
3096,aromatic,7,14,9,132
3097,aromatic,4,17,6,132
3098,aromatic,4,18,8,132
3099,aromatic,6,16,10,132
3100,aromatic,6,13,6,132
3101,aromatic,5,15,5,132
3102,halogen,6,8,8,132
3103,halogen,3,5,16,132
3104,basic,8,25,12,132
3105,donor,8,22,9,133
3106,donor,4,19,7,133
3107,donor,4,17,6,133
3108,acceptor,8,20,15,133
3109,acceptor,6,15,11,133
3110,acceptor,10,21,16,133
3111,acceptor,4,17,6,133
3112,acceptor,7,7,16,133
3113,aromatic,8,20,15,133
3114,aromatic,7,18,14,133
3115,aromatic,6,17,11,133
3116,aromatic,6,15,11,133
3117,aromatic,6,14,13,133
3118,aromatic,7,15,15,133
3119,aromatic,6,11,13,133
3120,aromatic,10,23,17,133
3121,aromatic,7,24,17,133
3122,aromatic,6,22,15,133
3123,aromatic,10,21,16,133
3124,aromatic,4,9,12,133
3125,aromatic,4,7,12,133
3126,aromatic,5,6,14,133
3127,aromatic,7,7,16,133
3128,aromatic,7,9,16,133
3129,basic,8,22,9,133
3130,donor,6,22,11,134
3131,donor,3,11,3,134
3132,acceptor,6,18,11,134
3133,acceptor,3,11,3,134
3134,acceptor,10,27,22,134
3135,aromatic,8,22,16,134
3136,aromatic,7,21,13,134
3137,aromatic,7,18,13,134
3138,aromatic,6,18,11,134
3139,aromatic,5,15,9,134
3140,aromatic,5,13,9,134
3141,aromatic,4,11,7,134
3142,aromatic,3,12,5,134
3143,aromatic,3,15,4,134
3144,aromatic,4,17,7,134
3145,aromatic,4,19,7,134
3146,aromatic,5,20,9,134
3147,aromatic,6,22,11,134
3148,aromatic,9,25,20,134
3149,aromatic,11,23,19,134
3150,aromatic,10,22,17,134
3151,aromatic,6,24,17,134
3152,aromatic,7,26,19,134
3153,halogen,3,25,16,134
3154,basic,4,19,7,134
3155,basic,3,11,3,134
3156,donor,7,23,10,135
3157,acceptor,5,9,12,135
3158,acceptor,4,7,10,135
3159,acceptor,3,13,4,135
3160,acceptor,5,15,7,135
3161,acceptor,5,15,9,135
3162,acceptor,5,14,11,135
3163,acceptor,8,20,6,135
3164,aromatic,5,8,14,135
3165,aromatic,5,9,12,135
3166,aromatic,5,11,10,135
3167,aromatic,4,11,8,135
3168,aromatic,3,8,7,135
3169,aromatic,4,7,10,135
3170,aromatic,4,13,6,135
3171,aromatic,5,15,7,135
3172,aromatic,5,15,9,135
3173,aromatic,5,14,11,135
3174,aromatic,7,7,20,135
3175,aromatic,5,7,18,135
3176,aromatic,4,7,16,135
3177,aromatic,7,10,16,135
3178,aromatic,8,9,18,135
3179,aromatic,8,20,9,135
3180,aromatic,9,19,11,135
3181,aromatic,8,20,13,135
3182,aromatic,7,22,13,135
3183,aromatic,7,23,10,135
3184,basic,9,19,11,135
3185,donor,5,23,13,136
3186,donor,6,14,14,136
3187,donor,9,10,17,136
3188,donor,10,10,21,136
3189,acceptor,5,23,13,136
3190,acceptor,6,19,13,136
3191,acceptor,6,14,14,136
3192,acceptor,7,8,20,136
3193,aromatic,5,21,12,136
3194,aromatic,5,21,9,136
3195,aromatic,5,18,8,136
3196,aromatic,5,16,9,136
3197,aromatic,6,16,12,136
3198,aromatic,6,19,13,136
3199,aromatic,10,9,24,136
3200,aromatic,9,7,24,136
3201,aromatic,9,7,27,136
3202,aromatic,10,8,29,136
3203,aromatic,11,10,28,136
3204,aromatic,11,11,26,136
3205,basic,5,23,13,136
3206,basic,5,21,9,136
3207,basic,6,14,14,136
3208,donor,7,14,14,137
3209,acceptor,6,16,10,137
3210,acceptor,7,14,14,137
3211,acceptor,8,8,22,137
3212,acceptor,7,24,20,137
3213,aromatic,6,18,8,137
3214,aromatic,6,21,9,137
3215,aromatic,6,21,12,137
3216,aromatic,7,19,14,137
3217,aromatic,7,16,12,137
3218,aromatic,6,16,10,137
3219,aromatic,7,9,15,137
3220,aromatic,5,7,14,137
3221,aromatic,8,10,17,137
3222,aromatic,4,7,16,137
3223,aromatic,5,7,18,137
3224,aromatic,7,8,19,137
3225,basic,6,21,9,137
3226,basic,7,14,14,137
3227,aliphatic_ring,6,24,13,137
3228,aliphatic_ring,3,25,13,137
3229,aliphatic_ring,3,24,16,137
3230,aliphatic_ring,6,24,16,137
3231,donor,7,23,10,138
3232,donor,6,23,15,138
3233,acceptor,4,19,8,138
3234,acceptor,8,19,17,138
3235,acceptor,11,24,17,138
3236,aromatic,6,19,13,138
3237,aromatic,6,16,13,138
3238,aromatic,5,15,10,138
3239,aromatic,5,12,10,138
3240,aromatic,6,10,12,138
3241,aromatic,6,8,12,138
3242,aromatic,5,7,9,138
3243,aromatic,4,8,7,138
3244,aromatic,4,11,7,138
3245,aromatic,4,13,5,138
3246,aromatic,4,15,5,138
3247,aromatic,4,16,8,138
3248,aromatic,4,19,8,138
3249,aromatic,6,20,10,138
3250,aromatic,6,24,18,138
3251,aromatic,9,25,19,138
3252,aromatic,10,26,21,138
3253,aromatic,8,27,22,138
3254,aromatic,5,27,22,138
3255,aromatic,4,25,19,138
3256,basic,7,23,10,138
3257,donor,5,23,16,139
3258,acceptor,7,14,14,139
3259,acceptor,5,15,10,139
3260,acceptor,11,27,20,139
3261,aromatic,6,20,13,139
3262,aromatic,7,18,14,139
3263,aromatic,6,16,13,139
3264,aromatic,5,15,10,139
3265,aromatic,5,13,9,139
3266,aromatic,4,13,7,139
3267,aromatic,4,15,5,139
3268,aromatic,4,18,6,139
3269,aromatic,5,18,9,139
3270,aromatic,5,20,10,139
3271,aromatic,11,29,19,139
3272,aromatic,11,31,21,139
3273,aromatic,12,34,19,139
3274,aromatic,12,34,17,139
3275,aromatic,12,31,15,139
3276,aromatic,12,29,16,139
3277,halogen,4,10,5,139
3278,basic,5,20,10,139
3279,basic,5,23,16,139
3280,donor,8,10,18,140
3281,donor,6,21,8,140
3282,acceptor,6,9,9,140
3283,acceptor,8,7,20,140
3284,acceptor,14,9,26,140
3285,aromatic,7,8,16,140
3286,aromatic,5,7,17,140
3287,aromatic,4,6,15,140
3288,aromatic,4,7,12,140
3289,aromatic,6,8,12,140
3290,aromatic,7,9,14,140
3291,aromatic,10,9,23,140
3292,aromatic,13,11,27,140
3293,aromatic,12,13,25,140
3294,aromatic,10,12,23,140
3295,aromatic,12,8,24,140
3296,aromatic,14,9,26,140
3297,aromatic,5,17,10,140
3298,aromatic,7,18,11,140
3299,aromatic,7,21,10,140
3300,aromatic,6,21,8,140
3301,aromatic,5,18,8,140
3302,basic,5,17,10,140
3303,donor,6,24,12,141
3304,donor,7,23,18,141
3305,acceptor,7,20,9,141
3306,acceptor,11,21,18,141
3307,acceptor,14,23,30,141
3308,acceptor,11,21,27,141
3309,acceptor,10,24,21,141
3310,aromatic,8,20,14,141
3311,aromatic,7,17,14,141
3312,aromatic,6,16,11,141
3313,aromatic,5,13,11,141
3314,aromatic,5,12,9,141
3315,aromatic,5,14,7,141
3316,aromatic,6,17,7,141
3317,aromatic,6,18,9,141
3318,aromatic,7,20,9,141
3319,aromatic,7,21,12,141
3320,aromatic,8,24,20,141
3321,aromatic,10,25,24,141
3322,aromatic,9,27,24,141
3323,aromatic,6,27,22,141
3324,aromatic,10,24,21,141
3325,basic,6,24,12,141
3326,donor,5,15,7,142
3327,donor,4,19,9,142
3328,donor,4,19,5,142
3329,acceptor,6,7,20,142
3330,acceptor,5,14,10,142
3331,acceptor,11,6,20,142
3332,acceptor,11,10,33,142
3333,acceptor,12,13,31,142
3334,aromatic,7,11,15,142
3335,aromatic,7,10,17,142
3336,aromatic,6,7,17,142
3337,aromatic,5,7,15,142
3338,aromatic,5,7,13,142
3339,aromatic,6,10,12,142
3340,aromatic,10,7,23,142
3341,aromatic,11,10,23,142
3342,aromatic,11,11,26,142
3343,aromatic,11,10,28,142
3344,aromatic,10,7,28,142
3345,aromatic,9,7,26,142
3346,basic,4,19,9,142
3347,basic,4,19,5,142
3348,basic,12,11,31,142
3349,donor,6,21,8,143
3350,donor,6,8,17,143
3351,donor,10,11,14,143
3352,acceptor,3,23,16,143
3353,aromatic,3,10,7,143
3354,aromatic,4,7,8,143
3355,aromatic,5,7,10,143
3356,aromatic,6,10,12,143
3357,aromatic,5,12,11,143
3358,aromatic,3,12,8,143
3359,aromatic,6,17,10,143
3360,aromatic,8,17,8,143
3361,aromatic,8,19,7,143
3362,aromatic,6,21,8,143
3363,aromatic,5,19,10,143
3364,aromatic,4,22,14,143
3365,aromatic,7,22,14,143
3366,aromatic,8,23,17,143
3367,aromatic,7,24,19,143
3368,aromatic,4,24,18,143
3369,aromatic,3,23,16,143
3370,basic,6,17,10,143
3371,basic,10,11,14,143
3372,donor,7,9,19,144
3373,donor,5,19,7,144
3374,acceptor,8,11,14,144
3375,acceptor,9,7,21,144
3376,acceptor,12,12,31,144
3377,aromatic,4,6,15,144
3378,aromatic,4,7,12,144
3379,aromatic,6,8,12,144
3380,aromatic,7,9,14,144
3381,aromatic,6,8,17,144
3382,aromatic,4,7,17,144
3383,aromatic,10,9,28,144
3384,aromatic,10,8,31,144
3385,aromatic,11,9,33,144
3386,aromatic,12,12,31,144
3387,aromatic,12,12,28,144
3388,aromatic,5,16,10,144
3389,aromatic,4,15,7,144
3390,aromatic,4,17,6,144
3391,aromatic,5,19,7,144
3392,aromatic,5,18,9,144
3393,basic,5,16,10,144
3394,acceptor,7,20,12,145
3395,acceptor,10,19,17,145
3396,acceptor,10,26,21,145
3397,acceptor,10,22,22,145
3398,acceptor,13,12,29,145
3399,aromatic,7,17,11,145
3400,aromatic,8,18,8,145
3401,aromatic,8,20,8,145
3402,aromatic,7,22,10,145
3403,aromatic,7,20,12,145
3404,aromatic,10,26,21,145
3405,aromatic,10,24,20,145
3406,aromatic,10,22,22,145
3407,aromatic,11,23,24,145
3408,aromatic,11,26,24,145
3409,aromatic,12,22,26,145
3410,aromatic,13,23,28,145
3411,aromatic,14,22,31,145
3412,aromatic,14,19,31,145
3413,aromatic,13,18,29,145
3414,aromatic,12,19,27,145
3415,basic,8,18,8,145
3416,aliphatic_ring,8,23,18,145
3417,aliphatic_ring,7,26,16,145
3418,aliphatic_ring,9,28,17,145
3419,aliphatic_ring,10,29,20,145
3420,donor,9,8,21,146
3421,donor,5,21,10,146
3422,acceptor,7,10,10,146
3423,acceptor,9,8,21,146
3424,acceptor,11,7,28,146
3425,aromatic,7,8,17,146
3426,aromatic,5,7,17,146
3427,aromatic,4,6,15,146
3428,aromatic,5,7,12,146
3429,aromatic,6,9,12,146
3430,aromatic,7,10,15,146
3431,aromatic,10,8,24,146
3432,aromatic,12,11,27,146
3433,aromatic,11,11,24,146
3434,aromatic,10,7,26,146
3435,aromatic,11,7,28,146
3436,aromatic,12,9,29,146
3437,aromatic,5,17,11,146
3438,aromatic,6,18,13,146
3439,aromatic,6,21,12,146
3440,aromatic,5,21,10,146
3441,aromatic,4,18,9,146
3442,basic,9,8,21,146
3443,basic,5,17,11,146
3444,acceptor,5,24,14,147
3445,acceptor,5,19,14,147
3446,acceptor,5,15,8,147
3447,acceptor,11,26,17,147
3448,acceptor,11,23,20,147
3449,acceptor,9,23,18,147
3450,aromatic,5,21,12,147
3451,aromatic,5,19,14,147
3452,aromatic,5,17,13,147
3453,aromatic,5,17,10,147
3454,aromatic,6,19,8,147
3455,aromatic,5,21,10,147
3456,aromatic,5,12,9,147
3457,aromatic,9,25,16,147
3458,aromatic,11,26,17,147
3459,aromatic,12,25,19,147
3460,aromatic,11,23,20,147
3461,aromatic,9,23,18,147
3462,aromatic,4,10,7,147
3463,aromatic,4,7,8,147
3464,aromatic,4,7,10,147
3465,aromatic,6,8,12,147
3466,aromatic,6,11,11,147
3467,basic,5,21,10,147
3468,aliphatic_ring,6,18,6,147
3469,aliphatic_ring,6,15,5,147
3470,aliphatic_ring,5,15,8,147
3471,donor,5,19,7,148
3472,donor,8,15,15,148
3473,acceptor,5,19,7,148
3474,acceptor,7,17,11,148
3475,acceptor,8,15,15,148
3476,acceptor,5,12,4,148
3477,aromatic,6,20,9,148
3478,aromatic,6,22,10,148
3479,aromatic,6,22,13,148
3480,aromatic,6,25,14,148
3481,aromatic,7,25,17,148
3482,aromatic,8,23,18,148
3483,aromatic,8,20,17,148
3484,aromatic,7,20,15,148
3485,aromatic,7,18,13,148
3486,aromatic,7,17,11,148
3487,aromatic,7,11,14,148
3488,aromatic,7,9,16,148
3489,aromatic,6,7,17,148
3490,aromatic,4,7,15,148
3491,aromatic,3,8,13,148
3492,aromatic,5,10,12,148
3493,basic,5,19,7,148
3494,basic,6,22,10,148
3495,basic,8,15,15,148
3496,donor,10,26,18,149
3497,donor,10,26,22,149
3498,acceptor,7,18,9,149
3499,acceptor,13,27,20,149
3500,acceptor,11,23,28,149
3501,aromatic,7,19,11,149
3502,aromatic,8,18,13,149
3503,aromatic,8,20,15,149
3504,aromatic,7,23,15,149
3505,aromatic,6,24,13,149
3506,aromatic,6,22,11,149
3507,aromatic,12,25,26,149
3508,aromatic,11,23,28,149
3509,aromatic,13,21,28,149
3510,aromatic,12,19,30,149
3511,aromatic,14,17,31,149
3512,aromatic,17,17,30,149
3513,aromatic,18,19,28,149
3514,aromatic,16,21,28,149
3515,aromatic,16,24,26,149
3516,basic,6,22,11,149
3517,donor,8,10,19,150
3518,donor,7,23,11,150
3519,acceptor,5,7,17,150
3520,acceptor,3,8,12,150
3521,acceptor,8,10,19,150
3522,acceptor,5,16,12,150
3523,aromatic,4,11,10,150
3524,aromatic,5,10,12,150
3525,aromatic,6,11,14,150
3526,aromatic,6,9,16,150
3527,aromatic,5,7,17,150
3528,aromatic,3,7,15,150
3529,aromatic,3,8,12,150
3530,aromatic,4,12,5,150
3531,aromatic,4,14,5,150
3532,aromatic,5,16,7,150
3533,aromatic,5,14,10,150
3534,aromatic,4,10,7,150
3535,basic,8,10,19,150
3536,basic,7,23,11,150
3537,aliphatic_ring,5,16,12,150
3538,aliphatic_ring,7,18,11,150
3539,aliphatic_ring,5,18,8,150
3540,donor,4,18,7,151
3541,acceptor,9,20,18,151
3542,acceptor,10,25,21,151
3543,acceptor,12,24,22,151
3544,aromatic,4,11,8,151
3545,aromatic,3,10,5,151
3546,aromatic,3,12,3,151
3547,aromatic,3,15,4,151
3548,aromatic,4,16,6,151
3549,aromatic,5,14,8,151
3550,aromatic,5,16,10,151
3551,aromatic,5,18,9,151
3552,aromatic,4,18,7,151
3553,basic,5,16,10,151
3554,aliphatic_ring,10,25,21,151
3555,aliphatic_ring,8,27,22,151
3556,aliphatic_ring,10,27,25,151
3557,aliphatic_ring,12,25,24,151
3558,aliphatic_ring,12,24,22,151
3559,donor,4,19,6,152
3560,donor,8,22,10,152
3561,acceptor,4,17,4,152
3562,acceptor,6,24,15,152
3563,acceptor,7,21,17,152
3564,aromatic,4,18,8,152
3565,aromatic,5,15,8,152
3566,aromatic,5,14,5,152
3567,aromatic,4,17,4,152
3568,aromatic,4,19,6,152
3569,aromatic,5,13,10,152
3570,aromatic,4,11,11,152
3571,aromatic,4,9,13,152
3572,aromatic,6,9,14,152
3573,aromatic,8,12,14,152
3574,aromatic,7,13,12,152
3575,basic,8,22,10,152
3576,acceptor,7,12,10,153
3577,acceptor,7,8,16,153
3578,acceptor,9,6,22,153
3579,acceptor,8,6,20,153
3580,aromatic,6,15,9,153
3581,aromatic,7,16,11,153
3582,aromatic,7,19,11,153
3583,aromatic,5,20,9,153
3584,aromatic,4,18,7,153
3585,aromatic,5,16,7,153
3586,aromatic,8,8,18,153
3587,aromatic,9,8,24,153
3588,aromatic,9,6,22,153
3589,aromatic,8,6,20,153
3590,aromatic,16,14,27,153
3591,aromatic,16,12,25,153
3592,aromatic,14,10,25,153
3593,aromatic,12,10,27,153
3594,aromatic,12,12,29,153
3595,aromatic,14,14,29,153
3596,aromatic,9,10,21,153
3597,basic,5,20,9,153
3598,aliphatic_ring,6,11,12,153
3599,aliphatic_ring,7,8,16,153
3600,aliphatic_ring,5,7,14,153
3601,aliphatic_ring,5,8,11,153
3602,aliphatic_ring,8,10,14,153
3603,donor,5,19,6,154
3604,acceptor,5,19,6,154
3605,acceptor,5,11,5,154
3606,acceptor,8,24,18,154
3607,acceptor,10,22,21,154
3608,aromatic,6,19,9,154
3609,aromatic,7,17,11,154
3610,aromatic,8,18,13,154
3611,aromatic,7,21,14,154
3612,aromatic,7,23,12,154
3613,aromatic,6,22,10,154
3614,aromatic,8,22,17,154
3615,aromatic,8,24,18,154
3616,aromatic,9,24,20,154
3617,aromatic,10,22,21,154
3618,aromatic,9,20,19,154
3619,aromatic,11,29,20,154
3620,aromatic,10,32,20,154
3621,aromatic,11,33,19,154
3622,aromatic,13,33,17,154
3623,aromatic,14,30,17,154
3624,aromatic,13,28,19,154
3625,basic,5,19,6,154
3626,basic,6,22,10,154
3627,donor,9,9,17,155
3628,acceptor,8,13,9,155
3629,acceptor,5,8,19,155
3630,acceptor,8,7,24,155
3631,aromatic,8,9,15,155
3632,aromatic,6,7,14,155
3633,aromatic,5,7,12,155
3634,aromatic,6,9,10,155
3635,aromatic,7,11,10,155
3636,aromatic,9,11,13,155
3637,aromatic,8,8,22,155
3638,aromatic,11,7,31,155
3639,aromatic,10,5,30,155
3640,aromatic,9,5,28,155
3641,aromatic,9,7,26,155
3642,aromatic,10,8,27,155
3643,aromatic,11,8,30,155
3644,aromatic,10,11,26,155
3645,aromatic,9,11,23,155
3646,aromatic,8,7,24,155
3647,aromatic,7,15,8,155
3648,aromatic,6,16,6,155
3649,aromatic,5,18,6,155
3650,aromatic,5,20,8,155
3651,aromatic,5,19,10,155
3652,aromatic,6,16,11,155
3653,basic,5,20,8,155
3654,donor,6,23,10,156
3655,donor,7,22,16,156
3656,acceptor,7,19,8,156
3657,acceptor,11,20,16,156
3658,aromatic,8,19,13,156
3659,aromatic,7,16,13,156
3660,aromatic,7,15,11,156
3661,aromatic,6,12,11,156
3662,aromatic,6,10,13,156
3663,aromatic,5,8,13,156
3664,aromatic,4,7,11,156
3665,aromatic,4,8,8,156
3666,aromatic,5,11,8,156
3667,aromatic,5,12,6,156
3668,aromatic,6,15,6,156
3669,aromatic,7,16,8,156
3670,aromatic,7,19,8,156
3671,aromatic,7,20,10,156
3672,aromatic,10,27,22,156
3673,aromatic,11,26,21,156
3674,aromatic,11,24,19,156
3675,aromatic,8,24,18,156
3676,aromatic,6,25,20,156
3677,aromatic,7,26,22,156
3678,basic,6,23,10,156
3679,donor,9,10,19,157
3680,donor,5,20,9,157
3681,acceptor,5,11,10,157
3682,acceptor,7,15,11,157
3683,acceptor,6,7,19,157
3684,acceptor,10,9,28,157
3685,aromatic,6,9,15,157
3686,aromatic,5,8,13,157
3687,aromatic,5,8,10,157
3688,aromatic,5,11,10,157
3689,aromatic,6,13,11,157
3690,aromatic,7,12,14,157
3691,aromatic,11,11,26,157
3692,aromatic,13,12,28,157
3693,aromatic,12,11,30,157
3694,aromatic,10,10,30,157
3695,aromatic,10,9,28,157
3696,basic,5,20,9,157
3697,aliphatic_ring,7,15,11,157
3698,aliphatic_ring,6,18,12,157
3699,aliphatic_ring,4,20,11,157
3700,aliphatic_ring,5,20,9,157
3701,aliphatic_ring,5,18,7,157
3702,aliphatic_ring,7,16,8,157
3703,donor,6,22,10,158
3704,donor,6,19,6,158
3705,donor,8,13,11,158
3706,donor,11,28,16,158
3707,donor,5,28,13,158
3708,donor,7,24,22,158
3709,acceptor,6,19,6,158
3710,acceptor,4,13,9,158
3711,acceptor,7,22,17,158
3712,acceptor,11,28,16,158
3713,acceptor,5,28,13,158
3714,acceptor,7,24,22,158
3715,aromatic,6,17,11,158
3716,aromatic,6,19,9,158
3717,aromatic,6,22,10,158
3718,aromatic,6,21,13,158
3719,aromatic,6,19,13,158
3720,aromatic,7,9,13,158
3721,aromatic,4,7,17,158
3722,aromatic,4,6,15,158
